# step E_mixed E_primitive r
8688 -0.500000 -453.226576 0.002814
8689 -0.500000 -453.226549 0.002808
8690 -0.500000 -453.226580 0.002815
8691 -0.500000 -453.226625 0.002825
8692 -0.500000 -453.226652 0.002830
8693 -0.500000 -453.227678 0.002837
8694 -0.500000 -453.227678 0.002837
8695 -0.500000 -453.227661 0.002834
8696 -0.500000 -453.367592 0.002833
8697 -0.500000 -453.367644 0.002843
8698 -0.500000 -453.382924 0.002843
8699 -0.500000 -453.382914 0.002841
8700 -0.500000 -453.382910 0.002840
8701 -0.500000 -453.382910 0.002840
8702 -0.500000 -453.416239 0.002840
8703 -0.500000 -453.420802 0.002840
8704 -0.500000 -453.434556 0.002839
8705 -0.500000 -453.445496 0.002839
8706 -0.500000 -453.445496 0.002839
8707 -0.500000 -453.445539 0.002846
8708 -0.500000 -453.493248 0.002853
8709 -0.500000 -453.493248 0.002853
8710 -0.500000 -453.493248 0.002853
8711 -0.500000 -453.493252 0.002854
8712 -0.500000 -453.493272 0.002858
8713 -0.500000 -453.493315 0.002856
8714 -0.500000 -453.493315 0.002856
8715 -0.500000 -453.493322 0.002858
8716 -0.500000 -453.493322 0.002858
8717 -0.500000 -453.493336 0.002860
8718 -0.500000 -453.493303 0.002854
8719 -0.500000 -453.502192 0.002854
8720 -0.500000 -453.502192 0.002854
8721 -0.500000 -453.511004 0.002859
8722 -0.500000 -453.511004 0.002859
8723 -0.500000 -453.524357 0.002864
8724 -0.500000 -453.524343 0.002862
8725 -0.500000 -453.549656 0.002868
8726 -0.500000 -453.549656 0.002868
8727 -0.500000 -453.549656 0.002868
8728 -0.500000 -453.552036 0.002865
8729 -0.500000 -453.552038 0.002865
8730 -0.500000 -453.551987 0.002857
8731 -0.500000 -453.571551 0.002868
8732 -0.500000 -453.616485 0.002872
8733 -0.500000 -453.616485 0.002872
8734 -0.500000 -453.662056 0.002868
8735 -0.500000 -453.679577 0.002867
8736 -0.500000 -453.688958 0.002865
8737 -0.500000 -453.768993 0.002865
8738 -0.500000 -453.802293 0.002864
8739 -0.500000 -453.807798 0.002864
8740 -0.500000 -453.920247 0.002864
8741 -0.500000 -453.920200 0.002856
8742 -0.500000 -453.923034 0.002856
8743 -0.500000 -453.923034 0.002856
8744 -0.500000 -453.953267 0.002852
8745 -0.500000 -453.953267 0.002852
8746 -0.500000 -453.953267 0.002852
8747 -0.500000 -453.955620 0.002847
8748 -0.500000 -454.006293 0.002840
8749 -0.500000 -454.024400 0.002841
8750 -0.500000 -454.024418 0.002844
8751 -0.500000 -454.069159 0.002851
8752 -0.500000 -454.091881 0.002849
8753 -0.500000 -454.091846 0.002843
8754 -0.500000 -454.201487 0.002854
8755 -0.500000 -454.201487 0.002854
8756 -0.500000 -454.211663 0.002855
8757 -0.500000 -454.211663 0.002855
8758 -0.500000 -454.211587 0.002842
8759 -0.500000 -454.211617 0.002847
8760 -0.500000 -454.235985 0.002847
8761 -0.500000 -454.282201 0.002838
8762 -0.500000 -454.282240 0.002844
8763 -0.500000 -454.357396 0.002844
8764 -0.500000 -454.357430 0.002850
8765 -0.500000 -454.389481 0.002850
8766 -0.500000 -454.393141 0.002850
8767 -0.500000 -454.393141 0.002850
8768 -0.500000 -454.393097 0.002842
8769 -0.500000 -454.393097 0.002842
8770 -0.500000 -454.396475 0.002842
8771 -0.500000 -454.396472 0.002841
8772 -0.500000 -454.396494 0.002845
8773 -0.500000 -454.439853 0.002859
8774 -0.500000 -454.439853 0.002859
8775 -0.500000 -454.439829 0.002855
8776 -0.500000 -454.448299 0.002855
8777 -0.500000 -454.452277 0.002860
8778 -0.500000 -454.452277 0.002860
8779 -0.500000 -454.452277 0.002860
8780 -0.500000 -454.452278 0.002860
8781 -0.500000 -454.453830 0.002860
8782 -0.500000 -454.453802 0.002855
8783 -0.500000 -454.453771 0.002850
8784 -0.500000 -454.483022 0.002854
8785 -0.500000 -454.595495 0.002860
8786 -0.500000 -454.620508 0.002860
8787 -0.500000 -454.620499 0.002858
8788 -0.500000 -454.620418 0.002845
8789 -0.500000 -454.622553 0.002848
8790 -0.500000 -454.668163 0.002839
8791 -0.500000 -454.672321 0.002834
8792 -0.500000 -454.680361 0.002837
8793 -0.500000 -454.700844 0.002836
8794 -0.500000 -454.716198 0.002828
8795 -0.500000 -454.716193 0.002827
8796 -0.500000 -454.729033 0.002820
8797 -0.500000 -454.729053 0.002824
8798 -0.500000 -454.748241 0.002824
8799 -0.500000 -455.119948 0.002823
8800 -0.500000 -455.137515 0.002822
8801 -0.500000 -455.137519 0.002823
8802 -0.500000 -455.137498 0.002818
8803 -0.500000 -455.137498 0.002818
8804 -0.500000 -455.149928 0.002818
8805 -0.500000 -455.149898 0.002812
8806 -0.500000 -455.149904 0.002813
8807 -0.500000 -455.149904 0.002813
8808 -0.500000 -455.155497 0.002806
8809 -0.500000 -455.193836 0.002811
8810 -0.500000 -455.193835 0.002810
8811 -0.500000 -455.193846 0.002813
8812 -0.500000 -455.198659 0.002813
8813 -0.500000 -455.198616 0.002803
8814 -0.500000 -455.198734 0.002803
8815 -0.500000 -455.200381 0.002803
8816 -0.500000 -455.201701 0.002803
8817 -0.500000 -455.201711 0.002806
8818 -0.500000 -455.208747 0.002809
8819 -0.500000 -455.208737 0.002807
8820 -0.500000 -455.208737 0.002807
8821 -0.500000 -455.263939 0.002810
8822 -0.500000 -455.263905 0.002803
8823 -0.500000 -455.285819 0.002803
8824 -0.500000 -455.285840 0.002807
8825 -0.500000 -455.318267 0.002807
8826 -0.500000 -455.318251 0.002803
8827 -0.500000 -455.375283 0.002803
8828 -0.500000 -455.375283 0.002803
8829 -0.500000 -455.380752 0.002803
8830 -0.500000 -455.481506 0.002800
8831 -0.500000 -455.481507 0.002800
8832 -0.500000 -455.481477 0.002792
8833 -0.500000 -455.481477 0.002792
8834 -0.500000 -455.481477 0.002792
8835 -0.500000 -455.481432 0.002780
8836 -0.500000 -455.487550 0.002779
8837 -0.500000 -455.566878 0.002784
8838 -0.500000 -455.566854 0.002777
8839 -0.500000 -455.566855 0.002777
8840 -0.500000 -455.567049 0.002777
8841 -0.500000 -455.619724 0.002756
8842 -0.500000 -455.630933 0.002765
8843 -0.500000 -455.630947 0.002770
8844 -0.500000 -455.630947 0.002770
8845 -0.500000 -455.659831 0.002766
8846 -0.500000 -455.659836 0.002768
8847 -0.500000 -455.659836 0.002768
8848 -0.500000 -455.659836 0.002768
8849 -0.500000 -455.659836 0.002768
8850 -0.500000 -455.659836 0.002768
8851 -0.500000 -455.659848 0.002772
8852 -0.500000 -455.659845 0.002771
8853 -0.500000 -455.659845 0.002771
8854 -0.500000 -455.665920 0.002771
8855 -0.500000 -455.665920 0.002771
8856 -0.500000 -455.666171 0.002773
8857 -0.500000 -455.666171 0.002773
8858 -0.500000 -455.696799 0.002770
8859 -0.500000 -455.696799 0.002770
8860 -0.500000 -455.775945 0.002765
8861 -0.500000 -455.775945 0.002765
8862 -0.500000 -455.805871 0.002761
8863 -0.500000 -455.809833 0.002769
8864 -0.500000 -455.809797 0.002754
8865 -0.500000 -455.809799 0.002755
8866 -0.500000 -455.818726 0.002755
8867 -0.500000 -455.818743 0.002762
8868 -0.500000 -455.818732 0.002758
8869 -0.500000 -455.832905 0.002756
8870 -0.500000 -455.832916 0.002761
8871 -0.500000 -455.842438 0.002762
8872 -0.500000 -455.869362 0.002753
8873 -0.500000 -455.870247 0.002753
8874 -0.500000 -455.870244 0.002752
8875 -0.500000 -455.886996 0.002743
8876 -0.500000 -455.886996 0.002743
8877 -0.500000 -455.886996 0.002743
8878 -0.500000 -455.931145 0.002743
8879 -0.500000 -455.933179 0.002742
8880 -0.500000 -455.935057 0.002745
8881 -0.500000 -455.935057 0.002745
8882 -0.500000 -455.935070 0.002753
8883 -0.500000 -455.937936 0.002758
8884 -0.500000 -455.944302 0.002761
8885 -0.500000 -455.944307 0.002763
8886 -0.500000 -455.944307 0.002763
8887 -0.500000 -455.974866 0.002770
8888 -0.500000 -455.997793 0.002780
8889 -0.500000 -455.999900 0.002780
8890 -0.500000 -455.999891 0.002778
8891 -0.500000 -456.007953 0.002778
8892 -0.500000 -456.043362 0.002772
8893 -0.500000 -456.102998 0.002772
8894 -0.500000 -456.250021 0.002771
8895 -0.500000 -456.250023 0.002772
8896 -0.500000 -456.250000 0.002764
8897 -0.500000 -456.339411 0.002759
8898 -0.500000 -456.339408 0.002757
8899 -0.500000 -456.339421 0.002762
8900 -0.500000 -456.626358 0.002767
8901 -0.500000 -456.673038 0.002767
8902 -0.500000 -456.673038 0.002767
8903 -0.500000 -456.693166 0.002766
8904 -0.500000 -456.693156 0.002763
8905 -0.500000 -456.693156 0.002763
8906 -0.500000 -456.693156 0.002763
8907 -0.500000 -456.693156 0.002763
8908 -0.500000 -456.693163 0.002765
8909 -0.500000 -456.693163 0.002765
8910 -0.500000 -456.715028 0.002765
8911 -0.500000 -456.726749 0.002765
8912 -0.500000 -456.726735 0.002759
8913 -0.500000 -456.726735 0.002759
8914 -0.500000 -456.726722 0.002754
8915 -0.500000 -456.726722 0.002754
8916 -0.500000 -456.753886 0.002754
8917 -0.500000 -456.753917 0.002766
8918 -0.500000 -456.753885 0.002754
8919 -0.500000 -456.753883 0.002753
8920 -0.500000 -456.795372 0.002759
8921 -0.500000 -456.795364 0.002755
8922 -0.500000 -456.832912 0.002760
8923 -0.500000 -456.845942 0.002759
8924 -0.500000 -456.881749 0.002750
8925 -0.500000 -456.881755 0.002753
8926 -0.500000 -456.922930 0.002748
8927 -0.500000 -457.051628 0.002747
8928 -0.500000 -457.051612 0.002737
8929 -0.500000 -457.051613 0.002738
8930 -0.500000 -457.054894 0.002738
8931 -0.500000 -457.054896 0.002739
8932 -0.500000 -457.054899 0.002741
8933 -0.500000 -457.114369 0.002735
8934 -0.500000 -457.116148 0.002722
8935 -0.500000 -457.178350 0.002721
8936 -0.500000 -457.220118 0.002721
8937 -0.500000 -457.255415 0.002716
8938 -0.500000 -457.277807 0.002720
8939 -0.500000 -457.283053 0.002724
8940 -0.500000 -457.283054 0.002726
8941 -0.500000 -457.283054 0.002726
8942 -0.500000 -457.283054 0.002726
8943 -0.500000 -457.284890 0.002735
8944 -0.500000 -457.298071 0.002743
8945 -0.500000 -457.313180 0.002743
8946 -0.500000 -457.313500 0.002747
8947 -0.500000 -457.313918 0.002751
8948 -0.500000 -457.313918 0.002751
8949 -0.500000 -457.313918 0.002751
8950 -0.500000 -457.320912 0.002746
8951 -0.500000 -457.320919 0.002749
8952 -0.500000 -457.329066 0.002744
8953 -0.500000 -457.329060 0.002740
8954 -0.500000 -457.329060 0.002740
8955 -0.500000 -457.340660 0.002740
8956 -0.500000 -457.340660 0.002740
8957 -0.500000 -457.340654 0.002736
8958 -0.500000 -457.340651 0.002734
8959 -0.500000 -457.340646 0.002730
8960 -0.500000 -457.340646 0.002730
8961 -0.500000 -457.340646 0.002730
8962 -0.500000 -457.448532 0.002720
8963 -0.500000 -457.450283 0.002720
8964 -0.500000 -457.450283 0.002720
8965 -0.500000 -457.460456 0.002728
8966 -0.500000 -457.460461 0.002733
8967 -0.500000 -457.473823 0.002740
8968 -0.500000 -457.488934 0.002739
8969 -0.500000 -457.494696 0.002739
8970 -0.500000 -457.494696 0.002739
8971 -0.500000 -457.494696 0.002739
8972 -0.500000 -457.494694 0.002738
8973 -0.500000 -457.515942 0.002740
8974 -0.500000 -457.571362 0.002740
8975 -0.500000 -457.571358 0.002738
8976 -0.500000 -457.571358 0.002738
8977 -0.500000 -457.571358 0.002738
8978 -0.500000 -457.571367 0.002743
8979 -0.500000 -457.571360 0.002739
8980 -0.500000 -457.574951 0.002734
8981 -0.500000 -457.574951 0.002734
8982 -0.500000 -457.594190 0.002741
8983 -0.500000 -457.605751 0.002741
8984 -0.500000 -457.637652 0.002741
8985 -0.500000 -457.637652 0.002741
8986 -0.500000 -457.639432 0.002737
8987 -0.500000 -457.639444 0.002744
8988 -0.500000 -457.644400 0.002751
8989 -0.500000 -457.644400 0.002751
8990 -0.500000 -457.688945 0.002745
8991 -0.500000 -457.688939 0.002743
8992 -0.500000 -457.688936 0.002741
8993 -0.500000 -457.698879 0.002745
8994 -0.500000 -457.698879 0.002745
8995 -0.500000 -457.714774 0.002741
8996 -0.500000 -457.714774 0.002741
8997 -0.500000 -457.714785 0.002749
8998 -0.500000 -457.714810 0.002758
8999 -0.500000 -457.714810 0.002758
9000 -0.500000 -457.718497 0.002756
9001 -0.500000 -457.718479 0.002749
9002 -0.500000 -457.718464 0.002742
9003 -0.500000 -457.731623 0.002742
9004 -0.500000 -457.740361 0.002726
9005 -0.500000 -457.783916 0.002726
9006 -0.500000 -457.783914 0.002723
9007 -0.500000 -457.783920 0.002729
9008 -0.500000 -457.789210 0.002734
9009 -0.500000 -457.789210 0.002734
9010 -0.500000 -457.789206 0.002731
9011 -0.500000 -457.793886 0.002731
9012 -0.500000 -457.793886 0.002731
9013 -0.500000 -457.793880 0.002724
9014 -0.500000 -457.804603 0.002725
9015 -0.500000 -457.804601 0.002722
9016 -0.500000 -457.804602 0.002724
9017 -0.500000 -457.856910 0.002726
9018 -0.500000 -457.856910 0.002726
9019 -0.500000 -457.861307 0.002726
9020 -0.500000 -457.861307 0.002726
9021 -0.500000 -457.861307 0.002726
9022 -0.500000 -457.896162 0.002726
9023 -0.500000 -457.926294 0.002730
9024 -0.500000 -457.926294 0.002730
9025 -0.500000 -457.926298 0.002734
9026 -0.500000 -458.126331 0.002733
9027 -0.500000 -458.126333 0.002735
9028 -0.500000 -458.126337 0.002737
9029 -0.500000 -458.126337 0.002737
9030 -0.500000 -458.128705 0.002739
9031 -0.500000 -458.128702 0.002737
9032 -0.500000 -458.128721 0.002746
9033 -0.500000 -458.128711 0.002742
9034 -0.500000 -458.128713 0.002743
9035 -0.500000 -458.168078 0.002753
9036 -0.500000 -458.168082 0.002754
9037 -0.500000 -458.168082 0.002754
9038 -0.500000 -458.168063 0.002747
9039 -0.500000 -458.168063 0.002747
9040 -0.500000 -458.255274 0.002747
9041 -0.500000 -458.265552 0.002747
9042 -0.500000 -458.292962 0.002740
9043 -0.500000 -458.292964 0.002741
9044 -0.500000 -458.292959 0.002738
9045 -0.500000 -458.295688 0.002738
9046 -0.500000 -458.295688 0.002738
9047 -0.500000 -458.330893 0.002737
9048 -0.500000 -458.330901 0.002741
9049 -0.500000 -458.330896 0.002738
9050 -0.500000 -458.345991 0.002737
9051 -0.500000 -458.346000 0.002741
9052 -0.500000 -458.361157 0.002741
9053 -0.500000 -458.361157 0.002741
9054 -0.500000 -458.361161 0.002743
9055 -0.500000 -458.426686 0.002741
9056 -0.500000 -458.458504 0.002741
9057 -0.500000 -458.475499 0.002740
9058 -0.500000 -458.475505 0.002743
9059 -0.500000 -458.489400 0.002745
9060 -0.500000 -458.489390 0.002741
9061 -0.500000 -458.489376 0.002735
9062 -0.500000 -458.489376 0.002735
9063 -0.500000 -458.517842 0.002736
9064 -0.500000 -458.517847 0.002739
9065 -0.500000 -458.517833 0.002731
9066 -0.500000 -458.517833 0.002731
9067 -0.500000 -458.547568 0.002728
9068 -0.500000 -458.547568 0.002728
9069 -0.500000 -458.547568 0.002728
9070 -0.500000 -458.550534 0.002728
9071 -0.500000 -458.550534 0.002728
9072 -0.500000 -458.568820 0.002728
9073 -0.500000 -458.568814 0.002723
9074 -0.500000 -458.588121 0.002718
9075 -0.500000 -458.588121 0.002718
9076 -0.500000 -458.634085 0.002718
9077 -0.500000 -458.649850 0.002718
9078 -0.500000 -458.676244 0.002713
9079 -0.500000 -458.676245 0.002714
9080 -0.500000 -458.741007 0.002715
9081 -0.500000 -458.748370 0.002715
9082 -0.500000 -458.748370 0.002715
9083 -0.500000 -458.762377 0.002708
9084 -0.500000 -458.762377 0.002708
9085 -0.500000 -458.788269 0.002716
9086 -0.500000 -458.788269 0.002716
9087 -0.500000 -458.803687 0.002716
9088 -0.500000 -458.829388 0.002716
9089 -0.500000 -458.839110 0.002716
9090 -0.500000 -459.032507 0.002708
9091 -0.500000 -459.032508 0.002711
9092 -0.500000 -459.052636 0.002711
9093 -0.500000 -459.052636 0.002711
9094 -0.500000 -459.104375 0.002709
9095 -0.500000 -459.104375 0.002705
9096 -0.500000 -459.103971 0.002705
9097 -0.500000 -459.103971 0.002708
9098 -0.500000 -459.103971 0.002708
9099 -0.500000 -459.103971 0.002708
9100 -0.500000 -459.105819 0.002715
9101 -0.500000 -459.117072 0.002719
9102 -0.500000 -459.117069 0.002716
9103 -0.500000 -459.121512 0.002721
9104 -0.500000 -459.121512 0.002721
9105 -0.500000 -459.121506 0.002714
9106 -0.500000 -459.206502 0.002714
9107 -0.500000 -459.213302 0.002708
9108 -0.500000 -459.213302 0.002708
9109 -0.500000 -459.216078 0.002705
9110 -0.500000 -459.237417 0.002722
9111 -0.500000 -459.371102 0.002721
9112 -0.500000 -459.371102 0.002721
9113 -0.500000 -459.386855 0.002714
9114 -0.500000 -459.386855 0.002714
9115 -0.500000 -459.410009 0.002709
9116 -0.500000 -459.422974 0.002707
9117 -0.500000 -459.460458 0.002707
9118 -0.500000 -459.481789 0.002720
9119 -0.500000 -459.481786 0.002718
9120 -0.500000 -459.492584 0.002714
9121 -0.500000 -459.511711 0.002714
9122 -0.500000 -459.512032 0.002719
9123 -0.500000 -459.512030 0.002717
9124 -0.500000 -459.512030 0.002717
9125 -0.500000 -459.512032 0.002720
9126 -0.500000 -459.525742 0.002719
9127 -0.500000 -459.525739 0.002717
9128 -0.500000 -459.525738 0.002716
9129 -0.500000 -459.526829 0.002718
9130 -0.500000 -459.604352 0.002719
9131 -0.500000 -459.612450 0.002720
9132 -0.500000 -459.618721 0.002715
9133 -0.500000 -459.678906 0.002712
9134 -0.500000 -459.678904 0.002706
9135 -0.500000 -459.683866 0.002708
9136 -0.500000 -459.720589 0.002707
9137 -0.500000 -459.721168 0.002709
9138 -0.500000 -459.721168 0.002709
9139 -0.500000 -459.722263 0.002709
9140 -0.500000 -459.744102 0.002709
9141 -0.500000 -459.757195 0.002711
9142 -0.500000 -459.757195 0.002711
9143 -0.500000 -459.757196 0.002713
9144 -0.500000 -459.770024 0.002711
9145 -0.500000 -459.773091 0.002711
9146 -0.500000 -459.780979 0.002711
9147 -0.500000 -459.786095 0.002711
9148 -0.500000 -459.786095 0.002711
9149 -0.500000 -459.793728 0.002711
9150 -0.500000 -459.836046 0.002722
9151 -0.500000 -459.843778 0.002720
9152 -0.500000 -459.843778 0.002721
9153 -0.500000 -459.843778 0.002721
9154 -0.500000 -459.843778 0.002721
9155 -0.500000 -459.848222 0.002720
9156 -0.500000 -459.977156 0.002720
9157 -0.500000 -459.987121 0.002728
9158 -0.500000 -460.086825 0.002728
9159 -0.500000 -460.095275 0.002731
9160 -0.500000 -460.097253 0.002731
9161 -0.500000 -460.097251 0.002730
9162 -0.500000 -460.149546 0.002734
9163 -0.500000 -460.273687 0.002737
9164 -0.500000 -460.273677 0.002732
9165 -0.500000 -460.273677 0.002732
9166 -0.500000 -460.297444 0.002732
9167 -0.500000 -460.351431 0.002736
9168 -0.500000 -460.369338 0.002729
9169 -0.500000 -460.369338 0.002729
9170 -0.500000 -460.372999 0.002721
9171 -0.500000 -460.448198 0.002727
9172 -0.500000 -460.448198 0.002727
9173 -0.500000 -460.536330 0.002723
9174 -0.500000 -460.536323 0.002719
9175 -0.500000 -460.536323 0.002719
9176 -0.500000 -460.542545 0.002727
9177 -0.500000 -460.548999 0.002730
9178 -0.500000 -460.574385 0.002726
9179 -0.500000 -460.610425 0.002715
9180 -0.500000 -460.616029 0.002722
9181 -0.500000 -460.616035 0.002725
9182 -0.500000 -460.683855 0.002722
9183 -0.500000 -460.683855 0.002722
9184 -0.500000 -460.683855 0.002722
9185 -0.500000 -460.683855 0.002722
9186 -0.500000 -460.683855 0.002722
9187 -0.500000 -460.683855 0.002722
9188 -0.500000 -460.690642 0.002722
9189 -0.500000 -460.698539 0.002727
9190 -0.500000 -460.698539 0.002727
9191 -0.500000 -460.698539 0.002727
9192 -0.500000 -460.724160 0.002731
9193 -0.500000 -460.724160 0.002731
9194 -0.500000 -460.724144 0.002724
9195 -0.500000 -460.724144 0.002724
9196 -0.500000 -460.724875 0.002725
9197 -0.500000 -460.724875 0.002725
9198 -0.500000 -460.733527 0.002730
9199 -0.500000 -460.733527 0.002730
9200 -0.500000 -460.733527 0.002730
9201 -0.500000 -460.733523 0.002728
9202 -0.500000 -460.733545 0.002737
9203 -0.500000 -460.733553 0.002740
9204 -0.500000 -460.733566 0.002744
9205 -0.500000 -460.736044 0.002744
9206 -0.500000 -460.736044 0.002744
9207 -0.500000 -460.843688 0.002743
9208 -0.500000 -460.912547 0.002748
9209 -0.500000 -461.000105 0.002746
9210 -0.500000 -461.000088 0.002741
9211 -0.500000 -461.004359 0.002736
9212 -0.500000 -461.004356 0.002735
9213 -0.500000 -461.013188 0.002735
9214 -0.500000 -461.013171 0.002728
9215 -0.500000 -461.019435 0.002728
9216 -0.500000 -461.019435 0.002728
9217 -0.500000 -461.118220 0.002721
9218 -0.500000 -461.118220 0.002721
9219 -0.500000 -461.118211 0.002717
9220 -0.500000 -461.118787 0.002722
9221 -0.500000 -461.125540 0.002713
9222 -0.500000 -461.125533 0.002708
9223 -0.500000 -461.125533 0.002708
9224 -0.500000 -461.125530 0.002704
9225 -0.500000 -461.125540 0.002713
9226 -0.500000 -461.146537 0.002713
9227 -0.500000 -461.146534 0.002711
9228 -0.500000 -461.146528 0.002706
9229 -0.500000 -461.244142 0.002706
9230 -0.500000 -461.273573 0.002710
9231 -0.500000 -461.273573 0.002710
9232 -0.500000 -461.273571 0.002708
9233 -0.500000 -461.273573 0.002710
9234 -0.500000 -461.273573 0.002710
9235 -0.500000 -461.273571 0.002709
9236 -0.500000 -461.273566 0.002703
9237 -0.500000 -461.273565 0.002701
9238 -0.500000 -461.273563 0.002694
9239 -0.500000 -461.374693 0.002694
9240 -0.500000 -461.374693 0.002694
9241 -0.500000 -461.374693 0.002694
9242 -0.500000 -461.374693 0.002697
9243 -0.500000 -461.384670 0.002697
9244 -0.500000 -461.384670 0.002698
9245 -0.500000 -461.384670 0.002698
9246 -0.500000 -461.384670 0.002695
9247 -0.500000 -461.384670 0.002695
9248 -0.500000 -461.398330 0.002702
9249 -0.500000 -461.398328 0.002698
9250 -0.500000 -461.398328 0.002698
9251 -0.500000 -461.398328 0.002698
9252 -0.500000 -461.398328 0.002698
9253 -0.500000 -461.398328 0.002698
9254 -0.500000 -461.475867 0.002698
9255 -0.500000 -461.536640 0.002694
9256 -0.500000 -461.536640 0.002694
9257 -0.500000 -461.564880 0.002694
9258 -0.500000 -461.564880 0.002696
9259 -0.500000 -461.613220 0.002687
9260 -0.500000 -461.649688 0.002682
9261 -0.500000 -461.699147 0.002682
9262 -0.500000 -461.699147 0.002682
9263 -0.500000 -461.722861 0.002681
9264 -0.500000 -461.724389 0.002681
9265 -0.500000 -461.776572 0.002666
9266 -0.500000 -461.776572 0.002666
9267 -0.500000 -461.776584 0.002663
9268 -0.500000 -461.777821 0.002663
9269 -0.500000 -461.777849 0.002658
9270 -0.500000 -461.787939 0.002655
9271 -0.500000 -461.794443 0.002655
9272 -0.500000 -461.794449 0.002654
9273 -0.500000 -461.794449 0.002654
9274 -0.500000 -461.824226 0.002653
9275 -0.500000 -461.824213 0.002655
9276 -0.500000 -461.824213 0.002655
9277 -0.500000 -461.824213 0.002655
9278 -0.500000 -461.828616 0.002655
9279 -0.500000 -461.828616 0.002655
9280 -0.500000 -461.843890 0.002655
9281 -0.500000 -461.902637 0.002656
9282 -0.500000 -461.904089 0.002646
9283 -0.500000 -461.904089 0.002646
9284 -0.500000 -461.905905 0.002639
9285 -0.500000 -462.007236 0.002638
9286 -0.500000 -462.007223 0.002639
9287 -0.500000 -462.007194 0.002641
9288 -0.500000 -462.008275 0.002634
9289 -0.500000 -462.008239 0.002636
9290 -0.500000 -462.008239 0.002636
9291 -0.500000 -462.008239 0.002636
9292 -0.500000 -462.008239 0.002636
9293 -0.500000 -462.008239 0.002636
9294 -0.500000 -462.008239 0.002636
9295 -0.500000 -462.024125 0.002642
9296 -0.500000 -462.024125 0.002642
9297 -0.500000 -462.024125 0.002642
9298 -0.500000 -462.045914 0.002642
9299 -0.500000 -462.049138 0.002642
9300 -0.500000 -462.072842 0.002642
9301 -0.500000 -462.072800 0.002645
9302 -0.500000 -462.072859 0.002640
9303 -0.500000 -462.114948 0.002639
9304 -0.500000 -462.115003 0.002635
9305 -0.500000 -462.115003 0.002635
9306 -0.500000 -462.125512 0.002635
9307 -0.500000 -462.125503 0.002636
9308 -0.500000 -462.125503 0.002636
9309 -0.500000 -462.125503 0.002636
9310 -0.500000 -462.125523 0.002634
9311 -0.500000 -462.125493 0.002636
9312 -0.500000 -462.177333 0.002633
9313 -0.500000 -462.177402 0.002630
9314 -0.500000 -462.179211 0.002628
9315 -0.500000 -462.179211 0.002628
9316 -0.500000 -462.179211 0.002628
9317 -0.500000 -462.179177 0.002629
9318 -0.500000 -462.179177 0.002629
9319 -0.500000 -462.182799 0.002627
9320 -0.500000 -462.195517 0.002621
9321 -0.500000 -462.195517 0.002621
9322 -0.500000 -462.196033 0.002614
9323 -0.500000 -462.196619 0.002610
9324 -0.500000 -462.211547 0.002610
9325 -0.500000 -462.224319 0.002600
9326 -0.500000 -462.224319 0.002600
9327 -0.500000 -462.329233 0.002600
9328 -0.500000 -462.329233 0.002600
9329 -0.500000 -462.329233 0.002600
9330 -0.500000 -462.329233 0.002600
9331 -0.500000 -462.332913 0.002600
9332 -0.500000 -462.337868 0.002600
9333 -0.500000 -462.337868 0.002600
9334 -0.500000 -462.338779 0.002600
9335 -0.500000 -462.338708 0.002600
9336 -0.500000 -462.338708 0.002600
9337 -0.500000 -462.338708 0.002600
9338 -0.500000 -462.345031 0.002600
9339 -0.500000 -462.347296 0.002600
9340 -0.500000 -462.347296 0.002600
9341 -0.500000 -462.352427 0.002600
9342 -0.500000 -462.352427 0.002600
9343 -0.500000 -462.375709 0.002599
9344 -0.500000 -462.375709 0.002599
9345 -0.500000 -462.381259 0.002599
9346 -0.500000 -462.432751 0.002599
9347 -0.500000 -462.432968 0.002599
9348 -0.500000 -462.475967 0.002599
9349 -0.500000 -462.475967 0.002599
9350 -0.500000 -462.550359 0.002598
9351 -0.500000 -462.550359 0.002598
9352 -0.500000 -462.558410 0.002598
9353 -0.500000 -462.558410 0.002598
9354 -0.500000 -462.578089 0.002598
9355 -0.500000 -462.602876 0.002598
9356 -0.500000 -462.602876 0.002598
9357 -0.500000 -462.602876 0.002598
9358 -0.500000 -462.602876 0.002598
9359 -0.500000 -462.602876 0.002598
9360 -0.500000 -462.602876 0.002598
9361 -0.500000 -462.602876 0.002598
9362 -0.500000 -462.625322 0.002597
9363 -0.500000 -462.633814 0.002597
9364 -0.500000 -462.633814 0.002597
9365 -0.500000 -462.633814 0.002597
9366 -0.500000 -462.639212 0.002597
9367 -0.500000 -462.687494 0.002597
9368 -0.500000 -462.687494 0.002597
9369 -0.500000 -462.749774 0.002597
9370 -0.500000 -462.749774 0.002597
9371 -0.500000 -462.749774 0.002597
9372 -0.500000 -462.749774 0.002597
9373 -0.500000 -462.757590 0.002597
9374 -0.500000 -462.757590 0.002597
9375 -0.500000 -462.780105 0.002596
9376 -0.500000 -462.780105 0.002596
9377 -0.500000 -462.780105 0.002596
9378 -0.500000 -462.792485 0.002596
9379 -0.500000 -462.810425 0.002596
9380 -0.500000 -462.810425 0.002596
9381 -0.500000 -462.810425 0.002596
9382 -0.500000 -462.844226 0.002596
9383 -0.500000 -462.848755 0.002596
9384 -0.500000 -462.848755 0.002596
9385 -0.500000 -462.855669 0.002596
9386 -0.500000 -462.873310 0.002596
